customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,Age,Income,Purchases,MonthlyCharges,TotalCharges,Churn,Notes
CUST-1030,Male,0,Yes,Yes,12,Yes,DSL,Two year,No,Mailed check,32.0,53797.2,12.0,71.23,816.2,No,
CUST-1292,Male,0,Yes,Yes,48,Yes,DSL,Two year,Yes,Electronic check,25.0,41532.48,30.0,42.95,2160.41,No,
CUST-1287,Male,0,No,No,12,Yes,DSL,One year,Yes,Mailed check,68.0,50285.25,2.0,85.76,1001.14,Yes,
CUST-1224,Female,0,No,Yes,24,Yes,No,One year,Yes,Electronic check,28.0,,16.0,119.79,2842.69,No,
CUST-1637,Male,0,Yes,No,21,Yes,Fiber optic,Month-to-month ,Yes,Mailed check,21.0,77894.36,19.0,98.7,2023.53,Yes,
CUST-1357,Female,0,Yes,Yes,2,No,DSL,Month-to-month,No,Bank transfer,24.0,68751.08,6.0,91.34,165.93,Yes,
CUST-1266,Female,0,No,No,72,No,DSL,Month-to-month,No,Mailed check,61.0,30223.67,20.0,118.27,8474.82,No,
CUST-1134,Male,0,No,No,16,Yes,DSL,One year,No,Credit card,71.0,,15.0,29.71,534.39,No,
CUST-1105,Female,0,Yes,,44,Yes,Fiber optic,One year,No,Bank transfer,20.0,80527.75,25.0,93.65,4138.92,No,
CUST-1007,Male,0,Yes,No,71,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,63.0,66402.38,30.0,35.84,2549.0,No,
CUST-1125,Female,0,No,No,34,Yes,DSL,One year,Yes,Credit card,30.0,22158.32,10.0,65.61, 2129.46 ,No,
CUST-1593,Female,0,Yes,No,7,Yes,DSL,One year,No,Credit card,56.0,39827.11,7.0,49.17,448.27,No,
CUST-1988,Female,0,Yes,No,16,Yes,Fiber optic,Month-to-month,Yes,Credit card,70.0,37355.08,10.0,103.84,1761.12,No,
CUST-1958,Female,0,Yes,Yes,22,Yes,DSL,Month-to-month,No,Mailed check,43.0,23511.63,0.0,94.64,2007.55,No,
CUST-1509,Female,0,Yes,No,27,Yes,Fiber optic,Month-to-month,No,Credit card,70.0,35252.74,15.0,53.46,,Yes,
CUST-1378,Female,0,No,No,57,Yes,DSL,One year,Yes,Mailed check,74.0,44107.79,25.0,94.75,5436.92,No,
CUST-1700,Female,0,Yes,No,52,Yes,DSL,Month-to-month,Yes,Electronic check,27.0,85012.93,25.0,30.08,1571.16,No,
CUST-1608,Female,0,Yes,No,19,Yes,DSL,One year,Yes,Mailed check,64.0,51499.37,17.0,100.79,1946.87,No,
CUST-1797,Male,0,No,No,48,Yes,Fiber optic,One year,Yes,Mailed check,59.0,49743.88,21.0,89.85,4321.14,No,
CUST-1596,Male,0,No,Yes,11,Yes,Fiber optic,Month-to-month,Yes,Electronic check,24.0,60972.13,15.0,20.38,243.81,No,
CUST-1555,Female,0,No,No,19,Yes,Fiber optic,Month-to-month,Yes,Mailed check,50.0,66055.57,14.0,64.11,1302.41,No,
CUST-1199,Male,0,No,No,2,Yes,Fiber optic,Month-to-month,No,Mailed check,59.0,64420.61,7.0,51.23,184.59,No,
CUST-1678,Female,0,Yes,Yes,70,Yes,No,One year,No,Electronic check,48.0,63169.48,27.0,40.01,2876.88,No,
CUST-1548,Female,1,Yes,No,19,No,Fiber optic,Month-to-month,Yes,Electronic check,60.0,44172.97,10.0,53.71,944.61,No,
CUST-1973,Male,0,Yes,No,6,Yes,DSL,Month-to-month,No,Electronic check,25.0,66674.4,18.0,54.73,273.78,Yes,
CUST-1839,Male,0,No,No,24,Yes,DSL,Month-to-month,No,Credit card,58.0,42212.84,8.0,100.21,2328.92,Yes,
CUST-1119,Male,0,No,No,47,Yes,Fiber optic,Two year,Yes,Bank transfer,73.0,58808.45,22.0,50.5,2416.13,No,
CUST-1452,Female,0,No,No,49,Yes,Fiber optic,Month-to-month,Yes,Mailed check,28.0,55322.75,26.0,51.89,2596.3,No,
CUST-1080,Male,0,Yes,Yes,5,No,DSL,One year,No,Electronic check,18.0,37019.31,9.0,40.58,161.36,No,
CUST-1914,Female,0,Yes,Yes,53,Yes,No,One year,No,Credit card,55.0,25390.16,22.0,88.57,4734.14,No,
CUST-1982,Female,0,No,No,34,Yes,,One year,Yes,Credit card,53.0,55083.39,20.0,81.11,2829.95,No,
CUST-1709,Female,1,Yes,Yes,56,Yes,DSL,One year,Yes,Credit card,62.0,59651.66,17.0,22.58,1213.08,No,
CUST-1301,Male,0,No,No,68,Yes,DSL,Month-to-month,Yes,Bank transfer,46.0,75245.82,33.0,80.74,5508.34,No,
CUST-1211,Male,0,No,No,68,Yes,No,Month-to-month,Yes,Mailed check,27.0,34414.11,25.0,93.43,6419.21,No,
CUST-1698,Female,0,No,No,62,Yes,DSL,One year,Yes,Credit card,53.0,,25.0,46.79,2871.22,No,
CUST-1671,Female,1,No,No,39,Yes,DSL,Month-to-month,Yes,Credit card,,32771.02,20.0,35.19,1390.86,No,
CUST-1734,Female,0,No,No,16,Yes,DSL,Month-to-month,Yes,Credit card,52.0,89823.26,19.0,34.76,550.28,Yes,
CUST-1882,MALE,1,Yes,Yes,67,Yes,No,Month-to-month,Yes,Mailed check,25.0,40819.17,23.0,92.11,6199.46,No,
CUST-1697,Female,1,Yes,No,58,Yes,Fiber optic,Month-to-month,Yes,Mailed check,,37706.87,20.0,94.36,5462.99,No,
CUST-1809,Male,0,No,No,65,Yes,Fiber optic,Two year,No,Bank transfer,65.0,42742.54,24.0,63.86,4230.93,No,
CUST-1315,Female,0,Yes,Yes,28,Yes,No,Month-to-month,No,Bank transfer,18.0,54802.07,11.0,29.87,755.53,No,
CUST-1767,Female,0,Yes,Yes,8,No,Fiber optic,Month-to-month,No,Electronic check,72.0,80443.89,15.0,94.96,882.6,No,
CUST-1403,Male,0,No,No,10,Yes,DSL,Two year,Yes,Mailed check,43.0,64590.55,19.0,118.05,1176.24,No,
CUST-1763,Female,0,No,No,29,Yes,Fiber optic,Month-to-month,No,Credit card,35.0,66741.3,15.0,108.46,3137.79,Yes,
CUST-1654,Female,0,No,No,54,Yes,No,One year,No,Electronic check,54.0,55599.14,22.0,30.52,1658.25,No,
CUST-1706,Female,0,Yes,Yes,71,Yes,Fiber optic,Month-to-month,No,Mailed check,62.0,29814.8,21.0,47.14,3398.49,Yes,
CUST-1495,Male,0,Yes,No,67,Yes,DSL,One year,No,Electronic check,57.0,47481.96,22.0,60.62,4002.67,No,
CUST-1538,Male,0,No,No,63,Yes,DSL,One year,Yes,Electronic check,25.0,44816.43,17.0,90.68,5673.68,Yes,
CUST-1015,Male,0,No,,4,Yes,DSL,Month-to-month,No,Electronic check,69.0,57430.94,19.0,111.59,477.42,No,
CUST-1834,Male,1,Yes,No,8,Yes,No,One year,No,Electronic check,34.0,45665.17,10.0,27.43,201.95,No,
CUST-1931,Female,0,Yes,No,21,Yes,Fiber optic,Month-to-month,Yes,Mailed check,24.0,59920.6,12.0,22.9,527.45,Yes,
CUST-1436,Female,0,Yes,No,3,No,Fiber optic,Month-to-month,Yes,Credit card,63.0,91689.92,12.0,44.19,219.04,No,
CUST-1101,Female,0,Yes,No,29,Yes,Fiber optic,Two year,Yes,Mailed check,72.0,49296.59,14.0,96.48,2693.75,No,
CUST-1374,Male,0,No,No,24,Yes,Fiber optic,Month-to-month,No,Credit card,27.0,36508.32,16.0,21.79,532.28,Yes,
CUST-1451,Female,0,Yes,No,45,Yes,Fiber optic,Month-to-month,No,Bank transfer,38.0,26898.67,22.0,61.48,2774.37,Yes,
CUST-1541,Female,0,No,No,64,Yes,DSL,Month-to-month,No,Mailed check,60.0,67825.07,29.0,43.75,2837.47,No,
CUST-1299,Female,1,Yes,No,70,Yes,No,Month-to-month,Yes,Electronic check,59 yrs,57267.93,15.0,40.67,,No,
CUST-1891,MALE,0,Yes,No,71,Yes,No,Month-to-month,No,Electronic check,66.0,41199.91,24.0,108.42,7749.77,No,
CUST-1262,Male,0,Yes,No,41,Yes,,Month-to-month,Yes,Electronic check,66.0,59616.31,28.0,53.5,2187.76,Yes,
CUST-1725,Male,0,No,No,12,Yes,No,Month-to-month,Yes,Credit card,27.0,62210.38,18.0,19.62,289.06,No,
CUST-1828,Male,0,Yes,No,39,Yes,No,Month-to-month,Yes,Bank transfer,31.0,66334.06,15.0,74.96,2942.34,No,
CUST-1174,Female,0,Yes,Yes,53,Yes,DSL,Two year,No,Mailed check,21.0,,24.0,25.33,1375.31,No,
CUST-1467,Male,0,No,Yes,11,Yes,Fiber optic,Two year ,Yes,Electronic check,19.0,63333.32,13.0,71.28,814.4,No,
CUST-1896,Female,0,Yes,No,54,Yes,No,One year,Yes,Bank transfer,61.0,68300.01,14.0,18.62,949.52,No,
CUST-1459,Male,0,No,No,17,Yes,DSL,Two year,Yes,Mailed check,62.0,24090.72,14.0,74.53,1187.75,No,
CUST-1344,Male,0,No,No,7,No,DSL,Month-to-month,No,Electronic check,39.0,,8.0,102.29,747.34,Yes,
CUST-1753,Female,0,Yes,No,12,Yes,Fiber optic,Two year,No,Mailed check,36.0,47967.3,16.0,112.77,1343.73,No,
CUST-1468,Male,0,Yes,No,42,No,Fiber optic,One year,Yes,Bank transfer,55.0,64371.64,28.0,61.94,2578.53,No,
CUST-1798,Male,0,Yes,No,10,No,Fiber optic,Month-to-month,No,Mailed check,67.0,72892.8,18.0,90.64,863.91,No,
CUST-1966,Male,1,Yes,No,58,Yes,Fiber optic,One year,Yes,Electronic check,49.0,15000.0,19.0,20.01,1130.13,No,
CUST-1619,MALE,0,Yes,No,55,Yes,Fiber optic,Month-to-month,No,Bank transfer,43.0,48518.97,11.0,108.91,5991.0,No,
CUST-1715,Female,0,No,Yes,48,Yes,Fiber optic,One year,No,Bank transfer,56.0,45405.2,16.0,65.75,3164.82,No,
CUST-1909,Female,1,Yes,,38,Yes,No,Month-to-month,No,Bank transfer,53.0,75493.07,17.0,42.56,1562.63,No,
CUST-1340,Male,0,Yes,No,17,Yes,Fiber optic,One year,Yes,Bank transfer,25.0,20215.04,9.0,82.83,1422.61,No,
CUST-1886,Male,0,No,No,63,Yes,DSL,Two year,No,Bank transfer,62.0,52950.15,22.0,66.36, 4189.59 ,No,
CUST-1786,Male,0,Yes,No,16,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,61.0,46173.67,6.0,116.38,1873.69,No,
CUST-1639,Female,0,Yes,No,30,Yes,DSL,Month-to-month,Yes,Electronic check,35.0,41567.09,17.0,76.45,2364.34,No,
CUST-1659,Female,0,Yes,No,12,Yes,DSL,Month-to-month,No,Electronic check,45.0,83918.33,23.0,20.47,194.3,No,
CUST-1507,Male,0,Yes,No,10,Yes,Fiber optic,Month-to-month,No,Mailed check,63.0,82948.03,12.0,99.49,,No,
CUST-1638,Female,0,No,No,1,Yes,Fiber optic,Two year,Yes,Credit card,39.0,69915.51,14.0,79.39,110.94,No,
CUST-1813,Female,0,Yes,Yes,48,No,No,Month-to-month,Yes,Bank transfer,33.0,60012.34,15.0,119.71,5724.2,No,
CUST-1866,Male,0,No,No,0,Yes,DSL,Two year,No,Electronic check,69.0,81866.1,7.0,72.25,,No,
CUST-1826,Male,0,No,No,41,Yes,DSL,One year,Yes,Bank transfer,61.0,40657.66,14.0,95.16,3898.62,Yes,
CUST-1747,Male,0,No,Yes,60,No,Fiber optic,Month-to-month,No,Electronic check,29.0,70811.83,28.0,89.29,5320.52,No,
CUST-1780,Male,0,No,Yes,11,No,No,Month-to-month,Yes,Electronic check,47.0,48629.73,11.0,85.54,936.28,No,
CUST-1743,Male,0,Yes,Yes,58,Yes,DSL,Month-to-month ,No,Credit card,26.0,42000.06,14.0,44.98,2589.4,No,
CUST-1727,Male,0,No,Yes,41,Yes,Fiber optic,Two year,No,Mailed check,67.0,64587.68,14.0,75.23,3086.95,No,
CUST-1710,Male,0,No,No,5,Yes,DSL,Two year,No,Bank transfer,41.0,37628.0,9.0,35.15,121.7,No,
CUST-1951,Female,0,Yes,No,30,No,Fiber optic,One year,No,Credit card,58.0,43827.07,8.0,70.83,2091.46,No,
CUST-1869,Female,0,No,No,2,Yes,Fiber optic,One year,Yes,Credit card,74.0,63938.52,14.0,98.6,102.16,No,
CUST-1135,Male,0,Yes,No,42,Yes,Fiber optic,One year,No,Electronic check,58.0,75079.21,19.0,115.57,4775.53,No,
CUST-1636,Male,1,Yes,No,37,Yes,DSL,Month-to-month,No,Electronic check,,42275.44,17.0,25.14,926.78,Yes,
CUST-1788,Female,0,No,No,39,Yes,Fiber optic,One year,Yes,Mailed check,53.0,44095.84,14.0,19.86,774.03,No,
CUST-1247,Male,0,Yes,No,28,Yes,DSL,One year,No,Credit card,74.0,54794.19,18.0,103.14,2841.19,No,
CUST-1319,Female,0,No,No,24,Yes,DSL,Month-to-month,No,Bank transfer,68.0,,18.0,46.8,1126.02,No,
CUST-1305,Male,0,Yes,No,6,Yes,DSL,Two year,No,Mailed check,20.0,66527.43,16.0,110.27,587.05,No,
CUST-1375,Female,0,Yes,Yes,35,Yes,Fiber optic,Month-to-month,No,Mailed check,32.0,80836.6,18.0,54.81,1816.96,Yes,
CUST-1856,Male,1,No,Yes,52,Yes,Fiber optic,Month-to-month,Yes,Electronic check,55 yrs,29492.01,13.0,62.34,3285.62,Yes,
CUST-1972,Male,1,Yes,No,12,Yes,Fiber optic,Month-to-month,No,Credit card,70.0,42193.71,9.0,89.91,1037.6,No,
CUST-1542,Male,0,Yes,No,14,Yes,DSL,Month-to-month,Yes,Bank transfer,38.0,47581.45,15.0,76.8, 1076.85 ,No,
CUST-1675,Male,0,Yes,Yes,43,Yes,Fiber optic,One year,No,Bank transfer,48.0,71938.38,31.0,72.93,3163.29,No,
CUST-1755,Female,0,Yes,Yes,20,Yes,Fiber optic,Month-to-month,No,Electronic check,48.0,44789.29,10.0,96.39,1972.18,No,
CUST-1625,Female,0,No,No,59,Yes,Fiber optic,Month-to-month,No,Electronic check,23.0,45215.8,21.0,105.26,6257.25,Yes,
CUST-1397,Female,1,Yes,Yes,35,Yes,Fiber optic,Two year,Yes,Bank transfer,39.0,77519.79,18.0,19.89,,No,
CUST-1146,Male,0,No,No,42,Yes,No,One year,Yes,Credit card,27.0,31771.25,18.0,93.73,4000.15,No,
CUST-1633,Male,0,No,Yes,25,No,No,One year,Yes,Mailed check,49.0,61721.8,21.0,89.36,2257.4,No,
CUST-1814,Female,0,Yes,No,42,Yes,No,Month-to-month,Yes,Electronic check,72.0,57464.33,27.0,97.58,4041.11,No,
CUST-1461,Male,0,Yes,No,7,Yes,No,Month-to-month,No,Electronic check,74.0,38721.3,3.0,60.58,413.66,No,
CUST-1595,Female,0,Yes,No,52,Yes,DSL,Month-to-month,No,Bank transfer,,66838.91,29.0,69.17,3556.49,No,
CUST-1140,Female,0,No,No,38,Yes,Fiber optic,One year,No,Electronic check,73.0,56854.75,17.0,83.44,3239.82,No,
CUST-1901,Female,0,Yes,No,72,Yes,DSL,Month-to-month,Yes,Bank transfer,68.0,71023.16,29.0,115.79,8211.73,No,
CUST-1957,Male,0,Yes,No,48,Yes,Fiber optic,Two year,Yes,Mailed check,49.0,79129.79,22.0,44.65,2143.45,No,
CUST-1702,Male,0,No,Yes,27,Yes,No,One year,No,Credit card,73.0,78414.25,25.0,28.01,837.17,No,
CUST-1749,Female,0,No,No,1,Yes,DSL,Month-to-month,Yes,Electronic check,61.0,83182.41,22.0,100.14,128.74,No,
CUST-1954,Male,0,No,No,5,Yes,Fiber optic,Month-to-month,No,Electronic check,22.0,,14.0,111.42,542.21,No,
CUST-1026,Female,0,Yes,No,46,Yes,Fiber optic,Month-to-month,Yes,Mailed check,30.0,50901.52,25.0,107.47,5017.9,No,
CUST-1155,Female,0,Yes,Yes,32,Yes,Fiber optic,Month-to-month,No,Bank transfer,32.0,84112.67,18.0,30.4,921.55,No,
CUST-1889,Male,0,No,No,9,Yes,DSL,One year,No,Credit card,40.0,34494.31,17.0,42.59, 374.51 ,Yes,
CUST-1580,Female,0,Yes,Yes,61,Yes,DSL,Month-to-month,No,Bank transfer,52.0,76445.83,27.0,53.06,,Yes,
CUST-1682,Male,0,Yes,Yes,54,Yes,No,Month-to-month,Yes,Mailed check,56.0,81912.24,33.0,115.01,6176.72,Yes,
CUST-1685,Female,1,No,Yes,58,Yes,Fiber optic,One year,No,Credit card,54.0,63497.59,23.0,108.18,6285.28,No,
CUST-1649,Male,1,Yes,No,59,Yes,Fiber optic,One year,Yes,Bank transfer,32.0,35522.48,20.0,20.29,,No,
CUST-1515,Male,1,Yes,No,20,Yes,No,Two year,Yes,Bank transfer,58.0,67893.01,13.0,119.75,2359.8,No,
CUST-1578,Female,0,No,No,15,Yes,DSL,One year,No,Bank transfer,49.0,52920.25,23.0,22.74,417.33,No,
CUST-1099,MALE,0,Yes,No,20,Yes,DSL,Month-to-month,No,Electronic check,71.0,47075.03,19.0,62.88,1273.56,No,
CUST-1853,Male,0,Yes,No,26,Yes,Fiber optic,One year,Yes,Credit card,21.0,57973.52,19.0,44.63,1202.54,Yes,
CUST-1898,Male,0,Yes,,55,Yes,DSL,Month-to-month,No,Mailed check,30.0,40763.55,21.0,30.12,1626.96,No,
CUST-1166,Female,0,No,No,64,Yes,Fiber optic,Two year,No,Electronic check,47.0,63312.75,27.0,93.43,5931.02,No,
CUST-1873,Male,0,No,No,37,Yes,DSL,One year,No,Credit card,67.0,50779.32,19.0,45.85,1596.86,No,
CUST-1023,Female,0,No,Yes,18,Yes,DSL,Month-to-month,Yes,Bank transfer,45.0,91239.32,19.0,119.35,,Yes,
CUST-1552,Male,1,Yes,No,42,No,Fiber optic,One year,No,Electronic check,27.0,29974.3,15.0,73.77,3128.12,No,
CUST-1204,Female,0,Yes,No,4,Yes,DSL,One year,Yes,Credit card,46.0,64638.51,12.0,93.93,380.14,Yes,
CUST-1033,Female,0,Yes,No,13,Yes,DSL,Two year,No,Electronic check,64.0,45456.77,9.0,21.17,217.96,No,
CUST-1095,Female,0,No,No,58,Yes,Fiber optic,One year,Yes,Mailed check,24.0,33507.24,23.0,33.9,1952.94,No,
CUST-1565,Female,0,No,Yes,35,Yes,Fiber optic,Month-to-month,No,Bank transfer,35.0,23281.02,7.0,90.63,3227.38,No,
CUST-1370,Female,0,No,No,8,No,Fiber optic,Month-to-month,No,Bank transfer,58.0,45278.81,5.0,30.99,261.35,No,
CUST-1635,Female,0,No,No,63,Yes,Fiber optic,One year,No,Electronic check,70.0,44673.32,19.0,101.55,6408.0,No,
CUST-1947,Female,0,Yes,No,14,No,DSL,One year,No,Credit card,,71225.81,9.0,87.98,1200.24,No,
CUST-1660,Female,0,No,No,47,Yes,Fiber optic,Month-to-month,Yes,Mailed check,47.0,95384.65,16.0,57.05,2678.8,No,
CUST-1009,Female,0,Yes,No,52,No,DSL,Month-to-month,No,Bank transfer,67.0,63517.25,28.0,103.24,5373.54,Yes,
CUST-1010,Male,0,No,Yes,4,Yes,Fiber optic,Two year,No,Mailed check,65 yrs,70331.9,13.0,95.02,438.25,No,
CUST-1079,Female,0,Yes,No,66,Yes,Fiber optic,Two year,Yes,Bank transfer,32.0,70605.76,30.0,84.42,5509.22,No,
CUST-1964,Male,1,No,No,5,Yes,No,Month-to-month,Yes,Bank transfer,22.0,76417.77,16.0,33.95,168.41,No,
CUST-1350,FEMALE,0,No,No,48,Yes,Fiber optic,Month-to-month,No,Electronic check,21.0,55769.11,19.0,65.24,3045.52,No,
CUST-1118,Female,0,No,,5,Yes,No,Month-to-month,No,Electronic check,62.0,42741.68,17.0,116.87,620.55,No,
CUST-1935,Male,0,No,Yes,46,Yes,Fiber optic,Two year,Yes,Mailed check,40.0,49622.14,11.0,88.0,4051.14,No,
CUST-1234,Female,0,No,No,60,Yes,No,Month-to-month,No,Electronic check,40.0,45698.79,22.0,47.16,2795.89,No,
CUST-1520,Female,0,Yes,No,37,Yes,DSL,One year,No,Credit card,71.0,68015.44,22.0,29.14,1075.25,No,
CUST-1907,Male,0,Yes,Yes,29,Yes,No,One year,Yes,Mailed check,36.0,46809.16,14.0,24.56,714.15,No,
CUST-1289,Female,1,No,Yes,33,Yes,No,Two year,Yes,Credit card,51.0,20423.23,11.0,106.41,3464.02,No,
CUST-1216,Female,0,Yes,No,26,Yes,No,Month-to-month ,Yes,Bank transfer,25.0,15000.0,17.0,101.59, 2629.99 ,No,
CUST-1049,Female,0,No,Yes,27,Yes,Fiber optic,Month-to-month,No,Bank transfer,26.0,52261.47,13.0,27.61,763.65,Yes,
CUST-1500,Male,0,Yes,No,65,Yes,DSL,Month-to-month,No,Credit card,69.0,58944.78,27.0,86.91,5698.86,No,
CUST-1930,Male,0,No,No,20,Yes,DSL,One year,No,Mailed check,23.0,43087.6,10.0,29.71, 560.34 ,No,
CUST-1894,Female,0,No,Yes,4,Yes,Fiber optic,One year,No,Bank transfer,45.0,42976.55,10.0,30.22,165.76,No,
CUST-1493,Female,0,No,No,9,Yes,DSL,Month-to-month,No,Credit card,67.0,69088.54,10.0,76.66,698.67,Yes,
CUST-1609,Female,0,No,Yes,49,Yes,No,One year,No,Bank transfer,29.0,78250.21,24.0,95.41,4633.78,No,
CUST-1144,Female,0,Yes,No,62,Yes,Fiber optic,Two year,Yes,Electronic check,61.0,,24.0,59.87,3834.73,No,
CUST-1474,Male,0,Yes,No,14,Yes,Fiber optic,Two year,Yes,Electronic check,21.0,65734.61,17.0,32.55,575.72,No,
CUST-1686,Female,0,Yes,Yes,61,Yes,No,Month-to-month,Yes,Bank transfer,65.0,66700.34,19.0,94.31,5754.44,No,
CUST-1992,Female,0,No,No,31,Yes,Fiber optic,Month-to-month,Yes,Credit card,42.0,,23.0,88.92,2656.78,Yes,
CUST-1333,Male,0,No,No,14,Yes,Fiber optic,One year,Yes,Mailed check,49.0,51708.24,9.0,83.27,1180.25,No,
CUST-1112,Female,0,No,Yes,9,Yes,DSL,Month-to-month,Yes,Mailed check,50.0,54989.09,10.0,19.13,181.78,No,
CUST-1732,Male,0,Yes,Yes,0,Yes,DSL,Month-to-month,No,Bank transfer,54.0,54308.72,9.0,70.9,31.67,Yes,
CUST-1549,Male,0,No,Yes,49,Yes,,Two year,No,Bank transfer,,64789.89,17.0,40.89,1965.0,No,
CUST-1360,Female,0,No,,39,Yes,DSL,Month-to-month,Yes,Credit card,34.0,,13.0,29.77,1092.79,No,
CUST-1668,Male,0,No,No,12,Yes,DSL,One year,Yes,Bank transfer,34.0,39394.53,21.0,95.74,1219.74,No,
CUST-1407,Female,0,No,Yes,58,Yes,No,Two year,Yes,Mailed check,20.0,45534.12,18.0,119.04,6866.98,No,
CUST-1338,Female,0,No,Yes,29,Yes,Fiber optic,One year,Yes,Electronic check,68.0,17523.05,19.0,19.95,703.06,No,
CUST-1701,Female,0,No,No,66,No,Fiber optic,Month-to-month,Yes,Credit card,36.0,68868.21,25.0,95.12,6232.51,No,
CUST-1937,Male,0,Yes,No,16,Yes,Fiber optic,One year,No,Mailed check,55.0,110681.73,10.0,36.03,521.82,No,
CUST-1644,Female,0,No,Yes,63,Yes,DSL,One year,No,Bank transfer,73.0,60941.22,16.0,77.54,4824.2,No,
CUST-1594,Female,0,Yes,Yes,19,No,Fiber optic,Two year,No,Electronic check,27.0,51543.18,15.0,68.54,1370.23,No,
CUST-1351,Male,0,No,,44,No,Fiber optic,Two year,Yes,Mailed check,64.0,67492.66,13.0,34.08,1553.39,No,
CUST-1673,Female,0,No,Yes,72,Yes,Fiber optic,Two year,Yes,Bank transfer,70.0,83617.78,22.0,101.01,7210.59,No,
CUST-1463,Male,0,No,No,37,Yes,Fiber optic,Month-to-month,No,Electronic check,68.0,22494.88,13.0,58.11,2267.51,Yes,
CUST-1462,Female,0,No,No,53,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,53.0,110706.92,28.0,95.32,5047.48,No,
CUST-1420,Female,1,Yes,Yes,61,Yes,Fiber optic,Two year,No,Mailed check,45.0,57370.52,24.0,82.21,4980.04,No,
CUST-1618,MALE,0,Yes,No,39,Yes,Fiber optic,Month-to-month,No,Bank transfer,18.0,39997.26,20.0,89.74,,No,
CUST-1322,Female,0,Yes,No,72,Yes,,Month-to-month,No,Mailed check,,63346.2,20.0,118.74,8543.37,No,
CUST-1728,Male,1,Yes,Yes,48,Yes,DSL,Month-to-month,Yes,Electronic check,53.0,66315.0,13.0,57.16,2798.48,Yes,
CUST-1438,Male,0,Yes,No,69,Yes,Fiber optic,Two year,Yes,Electronic check,21.0,65380.42,22.0,88.87,6164.7,No,
CUST-1854,Male,0,No,Yes,14,Yes,Fiber optic,One year,No,Bank transfer,51.0,71995.76,9.0,27.97,335.38,No,
CUST-1183,Male,0,No,No,39,Yes,Fiber optic,One year,Yes,Mailed check,36.0,55397.47,21.0,81.85,3201.11,No,
CUST-1367,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,No,Electronic check,43.0,72793.69,14.0,59.22,57.77,No,
CUST-1890,Male,0,No,No,51,Yes,Fiber optic,One year,No,Mailed check,29.0,55343.46,16.0,33.77,1703.84,No,
CUST-1342,Male,0,No,Yes,47,Yes,Fiber optic,Two year,Yes,Credit card,22.0,47755.41,17.0,96.14,4484.07,No,
CUST-1306,Female,1,No,Yes,57,Yes,Fiber optic,One year,Yes,Electronic check,35.0,30808.56,25.0,66.46,3728.07,No,
CUST-1217,Male,1,No,Yes,55,Yes,Fiber optic,One year ,No,Mailed check,46.0,36402.29,24.0,95.66,5307.27,No,
CUST-1970,Female,0,No,No,16,No,Fiber optic,One year,Yes,Bank transfer,71.0,31977.17,12.0,51.58,851.63,No,
CUST-1037,Male,0,No,Yes,28,Yes,DSL,Month-to-month,Yes,Credit card,66.0,21907.85,19.0,25.31,693.83,No,
CUST-1313,Male,1,Yes,No,24,Yes,Fiber optic,Month-to-month,Yes,Electronic check,24.0,42087.33,13.0,59.84,1460.92,Yes,
CUST-1583,Female,1,No,No,58,Yes,DSL,One year,Yes,Electronic check,54.0,53309.46,15.0,108.58,6299.49,No,
CUST-1188,Male,0,No,No,21,Yes,DSL,One year,Yes,Mailed check,68.0,17438.47,8.0,75.29,1613.71,No,
CUST-1481,Female,0,Yes,No,29,Yes,No,Month-to-month,No,Electronic check,59.0,66010.95,22.0,44.77,1302.71,No,
CUST-1036,Female,0,Yes,Yes,19,No,Fiber optic,Month-to-month,Yes,Bank transfer,65.0,40436.95,9.0,85.92,1635.93,No,
CUST-1899,Male,0,Yes,Yes,58,Yes,DSL,Month-to-month,Yes,Electronic check,42.0,63535.29,21.0,104.67,6105.48,No,
CUST-1770,Male,0,No,Yes,43,Yes,No,One year,No,Electronic check,61.0,61188.48,13.0,106.5,4533.89,No,
CUST-1870,Male,1,No,No,20,Yes,DSL,One year,Yes,Credit card,32.0,,22.0,59.55,1217.59,No,
CUST-1522,Female,1,No,Yes,13,Yes,No,Month-to-month,No,Mailed check,48.0,44265.16,12.0,67.82,906.22,No,
CUST-1478,Male,0,No,Yes,58,Yes,Fiber optic,Two year,Yes,Electronic check,44.0,,14.0,46.49,2710.19,No,
CUST-1233,FEMALE,0,No,No,38,Yes,Fiber optic,Month-to-month,No,Bank transfer,21.0,74046.34,23.0,113.05,4254.73,No,
CUST-1102,Female,0,Yes,Yes,24,Yes,Fiber optic,Month-to-month,No,Credit card,68.0,61679.34,8.0,28.73,710.4,No,
CUST-1756,Female,0,Yes,No,54,Yes,Fiber optic,Month-to-month,No,Credit card,68.0,57312.65,13.0,78.35,4165.88,No,
CUST-1758,Male,0,Yes,No,14,Yes,Fiber optic,Month-to-month,Yes,Credit card,40.0,59575.71,12.0,119.43,1652.26,Yes,
CUST-1719,Female,0,No,Yes,61,Yes,Fiber optic,Month-to-month,Yes,Credit card,28.0,62241.38,19.0,51.94,3077.68,No,
